Title,Publication number,Publication date,Inventor(s),Applicant(s),International classification,Cooperative Patent Classification,Application number,Date of application,Priority number(s),Patents cited in the search report,Literature cited in the search report,Patents cited during examination,Literature cited during examination,Other patent citations,Other literature citations,Patents used in opposition,Literature used in opposition,Patents cited by the applicant,Literature cited by the applicant,International search citation,International search NPL citation,Supplementary international search citation,Supplementary international search NPL citation
Pizza container,US2008048013 (A1); US7607563 (B2),28/02/2008,HANNA D MATTâ€‚[US];  FORD ROBERT Aâ€‚[US],ARVCO CONTAINER CORPORATION,B65D5/02; A45C11/00,B65D5/665; B65D5/2047; B65D5/4208; Y10S229/906,US20070894454,20070821,US20070894454 20070821; US20060840547P 20060828,US2839236 (A); US2885842 (A); US3361332 (A); US3468469 (A); US3703256 (A); US3737095 (A); US4471902 (A); US4753348 (A); US4809908 (A); US5056710 (A); US5226588 (A); US5921466 (A); US2008142407 (A1),,,,,,,,US1880191 (A); US2784900 (A); US3190535 (A); US3361329 (A); US3524580 (A); US3623650 (A); US3669341 (A); US4304353 (A); US4804136 (A); US5226587 (A); US5289970 (A); US6386441 (B2); US2005274779 (A1); US2006131369 (A1); GB2076782 (A),,,,,
Pizza box,US2008149696 (A1),26/06/2008,KUHN WAYNE Hâ€‚[US];  PIZZITOLA FRANKâ€‚[US],,B65D5/00; B65B7/00; B65D5/66; B65D85/36,B65D5/6632; B65D5/008; B65D85/36; B65D2585/366; Y10S229/935; Y10S229/906; Y10S229/915; Y10S229/933,US20070893361,20070815,US20070893361 20070815; US20040865540 20040610,,,,,,,,,,,,,,
Multiple use rotary cutting device,US7181848 (B1),27/02/2007,TOCHTROP JEFFREY Lâ€‚[US],,B26B3/06; B26B11/00,B26B27/005; B26B25/005,US20040884265,20040706,US20040884265 20040706,USD222380S (S); US4077124 (A); US4974320 (A); US5438757 (A); US5649365 (A); US5778536 (A); USD441631S (S1); US7021773 (B2),,,,,,,,US4423551 (A); US5428898 (A); US5480031 (A); US6438850 (B2); US6591503 (B1); US2002129499 (A1),,,,,
Pizza tray,US7284687 (B1),23/10/2007,MINIDIS JAMES DEANâ€‚[US],,B65D5/46,B65D85/36; B65D2585/366,US20040878867,20040628,US20040878867 20040628; US20030354487 20030130,US952365 (A); US1027719 (A); US2002215 (A); US2794589 (A); US3446416 (A),,,,,,,,,,,,,
Facilitating vending of customer-configured pizza preparation kits,US7474937 (B2); US2008009963 (A1),10/01/2008,SIMMONS DAVID Oâ€‚[US],,G06F17/00; B65H3/44; G07F9/10; G07F11/24; G07F11/38; G07F11/70,G07F9/105; G07F11/24; G07F11/38; G07F11/70; G07F17/0078,US20070827677,20070712,US20070827677 20070712; US20040751143 20040102,US5121677 (A); US5236103 (A); US5499707 (A); US6059142 (A); US6112497 (A); US6394309 (B1),,,,,,,,,,,,,
Spreading device and method for automatically distributing ingredients on top of a dough base,US2008072771 (A1),27/03/2008,MARCHL ALOISâ€‚[DE],MULTIPOND WAEGETECHNIK GMBHâ€‚[DE],A23L1/00; A21C9/08,A21C9/04,US20070825150,20070705,DE20061031495 20060706,US6755122 (B2),,,,,,,,,,,,,
Prodigy pizza-John Endicott's original low-carb pizza,US2006040037 (A1),23/02/2006,ENDICOTT JOHNNY Kâ€‚[US],,A23C19/00,A23C19/0684; A23C19/0912,US20040777671,20040818,US20040777671 20040818,,,,,,,,,,,,,,
Container for Pizzas,US2007281057 (A1),06/12/2007,CASANOVAS PERE Tâ€‚[ES];  CANALES CANAS FERNANDO Mâ€‚[ES],,A23B7/148,B65D85/36; B65D2205/02; B65D2543/00833; B65D2585/366,US20070750380,20070518,ES20060001276 20060518,,,,,,,,,,,,,,
Dieter's reality check garbage can,US2008213733 (A1),04/09/2008,GEORGE KAY CHRISTINEâ€‚[US],,G09B25/00,G09B19/0092,US20070713057,20070302,US20070713057 20070302,,,,,,,,,,,,,,
Pizza box lid support and serving aid,US7191902 (B1),20/03/2007,NELSON DAVID Câ€‚[US];  ANDRISIN JOHN Jâ€‚[US],,A45C11/20,B26B27/007; B65D85/36; B65D2585/366,US20030697931,20031031,US20030697931 20031031,USD28186S (S); US1612367 (A); US3877143 (A); US4877609 (A); US5480031 (A); US5509601 (A); US5516036 (A); US5600889 (A); US5774990 (A); US5778800 (A); US6694619 (B1); US6932267 (B2); JP2000037250 (A),,,,,,,,,,,,,
"Foods Comprising Healthy Combinations of Tofu and Flour, or Tofu and Meat and Methods of Producing the Same",US2008241331 (A1),02/10/2008,LOVETT MICHAEL Aâ€‚[US];  BERGER LINDA Gâ€‚[US],,A21D13/08; A23L1/325,A21D13/007; A21D2/266; A21D13/008; A21D13/06; A23C20/025; A23L1/005; A23L1/16; A23L1/1606; A23L1/3175; A23L1/3177; A23L1/3255,US20070693521,20070329,US20070693521 20070329,,,,,,,,,,,,,,
Pizza Carton with Curved Top,US7762450 (B2); US2007199980 (A1),30/08/2007,OLIVEIRA STEVEN MANUELâ€‚[US],"GRAPHIC PACKAGING INTERNATIONAL, INC",B65D5/00,B65D5/02; B65D5/0227; B65D5/029; B65D5/64; B65D2585/366; Y10S229/906,US20070678883,20070226,US20070678883 20070226; US20060777322P 20060228,US926758 (A); US2382368 (A); US3166235 (A); US3904036 (A); US5605279 (A); US5860587 (A); US6155480 (A); US7000803 (B2),,,,,,,,US3638851 (A); US4173823 (A); US4360107 (A); US4476989 (A); US4567341 (A); US4765534 (A); USD311339S (S); USD318235S (S); US5071062 (A); US5118032 (A); US5263634 (A); US5535940 (A); US5560539 (A); US5806755 (A); US5833130 (A); US6109512 (A); US6206277 (B1); US6290122 (B1); US6375066 (B1); US6571539 (B2); DE29504256U (U1); EP1260448 (A1); EP1661813 (A1); WO9839220 (A1),,,,,
Methods and apparatus for a cutting wheel,US2006168823 (A1); US7188424 (B2),03/08/2006,WEBSTER DAVIDâ€‚[US];  HAENLEIN HANS-CHRISTOPHâ€‚[US];  OVERTHUN THOMASâ€‚[US];  NEWMAN SVENâ€‚[US];  PALMER SAMâ€‚[US];  PAPADOPOULOS ANNETTAâ€‚[US];  YURCHENCO JAMESâ€‚[US],ZYLISS USA CORP,B26B3/00; B26B25/00,B26B25/005,US20030674931,20030930,US20030180502F 20030424; US20030674931 20030930,US329019 (A); US733511 (A); US775434 (A); US1983778 (A); US2736092 (A); US4020550 (A); US4241504 (A); US6438850 (B2); US6484405 (B1); US6643936 (B2); USD519334S (S1); US7134209 (B1); US2004231475 (A1); US2005028388 (A1); BE1013992 (A6),,,,,,,,,,,,,
Pizza pan,US2007169636 (A1),26/07/2007,CARLSON EDWARD SCOTTâ€‚[US];  EDWARDS DONALD Vâ€‚[US],,A47J31/00,A47J47/005,US20070657802,20070125,US20060761990P 20060125; US20070657802 20070125,,,,,,,,,,,,,,
Convertible pizza box,US7051919 (B1),30/05/2006,WALSH WILLIAM Râ€‚[US],,B65D5/00,B65D5/0005; B65D5/22; B65D5/4266; B65D5/5475; B65D5/6626; B65D2585/366,US20030646269,20030822,US20030646269 20030822,US1933643 (A); US2361923 (A); US2444987 (A); US2894673 (A); US3412924 (A); US4535928 (A); US5209392 (A); US6386440 (B1); US6440050 (B1); US2003209592 (A1),,,,,,,,US5071062 (A); US5110038 (A); US5197659 (A); US5445314 (A); US5476214 (A); USD390110S (S); US5713509 (A); US5833130 (A); US6206277 (B1); US6375066 (B1); US2002079357 (A1),,,,,
Method of preparing pizza,US2007141205 (A1),21/06/2007,SADOW BERNARD Dâ€‚[US],,A21D13/00,A21D13/007,US20060644585,20061221,US20060644585 20061221; US20050753159P 20051221,,,,,,,,,,,,,,
Facilitating vending of customer-configured pizza preparation kits,US2007100495 (A1),03/05/2007,SIMMONS DAVID Oâ€‚[US],,G06F17/00,G06Q99/00,US20060638285,20061213,US20040751143 20040102; US20060638285 20061213; US20050749956P 20051213,,,,,,,,,,,,,,
Facilitating vending of customer-configured pizza preparation kits,US2007093933 (A1),26/04/2007,SIMMONS DAVID Oâ€‚[US],,G06F17/00,G06Q30/06; G07F9/105; G07F11/36; G07F17/0078,US20060638041,20061213,US20060638041 20061213; US20040751143 20040102; US20050749958P 20051213,,,,,,,,,,,,,,
Removal and recovery of ammonium perfluorooctanoate (APFO) from contaminated water,US2007138110 (A1); US7404907 (B2),21/06/2007,WELCKER KELYDRA Eâ€‚[US],,C02F1/32,C02F1/283; C02F1/469; C02F2101/36,US20060636951,20061212,US20060636951 20061212; US20050751466P 20051219; US20060843585P 20060911,US6613941 (B1); US2003222017 (A1); US2007027251 (A1),,,,,,,,,,,,,
Pizza Container,US7980412 (B2); US2007241110 (A1),18/10/2007,BELLEGGIA GIULIAâ€‚[IT],GRUPPO PLURIPACK S R Lâ€‚[IT],B65D45/00,B65D85/36; B65D2205/02,US20050632534,20050712,IT2004RM00364 20040719; WO2005IT00396 20050712,US4058214 (A); US5456379 (A); US6257401 (B1); US6595366 (B1); US6601758 (B2); US6860194 (B2),,,,,,,,US5662237 (A); US6095324 (A); US6257434 (B1),,,,,
Combo Box and Associated Blank,US7464855 (B2); US2008156859 (A1),03/07/2008,GLASGOW TIMOTHY Câ€‚[US],WEYERHAEUSER COâ€‚[US],B65D25/04,B65D5/6626; B65D5/48018; B65D2585/366; Y10S229/906,US20060618354,20061229,US20060618354 20061229,US1466344 (A); US3297228 (A); US4089458 (A); US4237171 (A); US5335845 (A); US5718370 (A); US5890648 (A); US5909840 (A); US6588652 (B2); US2004124236 (A1),,,,,,,,,,,,,
Dual Temperature Pizza Oven,US2007227365 (A1),04/10/2007,FORKNER DONALDâ€‚[US],,A47J37/00; A47J37/06,A47J37/0623; A47J37/0629; A47J37/0658,US20040580581,20041124,US20040580581 20041124; WO2004US39581 20041124; US20030524776P 20031125,,,,,,,,,,,,,,
Combination Breadsticks And Pizza Product,US2007116803 (A1); US8623437 (B2),24/05/2007,NEWSOM JON Fâ€‚[US],LITTLE CAESAR ENTPR INCâ€‚[US],A21D13/00,A21D2/18; A21D2/181; A21D2/186; A21D13/062; A23V2002/00; A23V2002/00; A23V2200/132; A23V2250/51; A23V2250/5114; A23V2250/5062,US20060561015,20061117,US20060561015 20061117; US20050739009P 20051123,US5520942 (A); US5716658 (A); US6733808 (B2); US6919097 (B2); US6942885 (B2); US2003044489 (A1),,,,,,,,US4285979 (A); US6261613 (B1); US6884443 (B2); US7097038 (B2),,,,,
FAST-BROWNING PIZZA OVEN,US2007158332 (A1),12/07/2007,STEWART ROBERT Bâ€‚[US],,H05B3/68,F24C7/08; A47J37/0623,US20060557468,20061107,US20050734721P 20051107; US20060557468 20061107,,,,,,,,,,,,,,
Convertible pizza box,US2008073416 (A1),27/03/2008,WALSH WILLIAM Râ€‚[US],,B65D5/00,B65D5/22; B65D5/54; B65D5/5475; B65D5/6664; B65D2585/366,US20060527986,20060926,US20060527986 20060926,,,,,,,,,,,,,,
"Method of producing a folded-dough food product, industrial chain used for same and product thus obtained",US2006115557 (A1),01/06/2006,SCHLIENGER GERARDâ€‚[FR];  JACQUEMIN BERNARDâ€‚[FR],,A21D13/00; A21C9/06; A21C15/00; A23P1/08,A21D13/0022; A21C9/063; A21C15/007; A21D13/007; A23P1/086,US20050515646,20050729,FR20020006336 20020524; WO2003FR01301 20030424,,,,,,,,,,,,,,
Container support with tool,US2007045390 (A1),01/03/2007,KUSHNER ROBERT Gâ€‚[HK],,B65D5/42,B26B25/005; B65D77/245; B65D5/42; B65D2585/366,US20060514562,20060901,US20060514562 20060901; US20050713937P 20050901,,,,,,,,,,,,,,
Browning agent,US2006003061 (A1); US7195792 (B2),05/01/2006,BOSTON MATTHEW Gâ€‚[US];  WHITED GREGORY Mâ€‚[US],"GENENCOR INTERNATIONAL, INC",A23L1/27; A21D13/00; A23L1/00; A23L1/01; A23L1/216; A23L1/227; A23L1/314,A21D13/0016; A23L1/0047; A23L1/0128; A23L1/0142; A23L1/2163; A23L1/2275; A23L1/272; A23L1/2758; A23L1/31445; A23V2002/00; A23V2002/00; A23V2200/042; A23V2250/60; A23V2250/063,US20050500945,20050630,WO2003US05311 20030221; US20020358919P 20020222; US20050500945 20050630,US4230880 (A); US4985261 (A); US5059434 (A); US5089278 (A); US6500649 (B2),,,,,,,,US2301811 (A); US3790444 (A); US3907639 (A); US4190757 (A); US4252832 (A); USRE30872E (E); US4448791 (A); US4641005 (A); US4879229 (A); US4904490 (A); US4917907 (A); US4968522 (A); US5032514 (A); US5043173 (A); US5091200 (A); US5135770 (A); US5196219 (A); US5756140 (A); US6261612 (B1); EP0203725 (A1); EP0477832 (A1); WO0037667 (A1),,,,,
Blendable Cheese Snack,US2008038440 (A1); US8372457 (B2),14/02/2008,DELPIERRE PHILLIPâ€‚[US];  LINCK KARL Lâ€‚[US];  BRODY JOHN KIERANâ€‚[US];  KRAHN NANCY Mâ€‚[US];  KAUFMAN BRIAN Lâ€‚[US],"SARGENTO FOODS INC, ; DELPIERRE, III PHILLIP, ; LINCK KARL L, ; BRODY JOHN KIERAN, ; KRAHN NANCY M, ; KAUFMAN BRIAN L",A23C19/00,A23L1/362; A23C19/09; A23L1/2123; A23C2270/15; A23V2002/00; A23V2002/00; A23V2200/08,US20060463354,20060809,US20060463354 20060809,US1889882 (A); US2236641 (A); US2527919 (A); US2739751 (A); US3573069 (A); US4340138 (A); US5747084 (A); US5962052 (A); US2001012531 (A1); US2002008106 (A1); US2003087015 (A1); US2004009266 (A1); US2004096551 (A1); US2006034995 (A1); US2006068063 (A1),,,,,,,,US3496713 (A); US3442435 (A); US4202465 (A); US4256256 (A); US4312473 (A); US4596713 (A); US4874618 (A); US5277920 (A); US6021903 (A); US6152302 (A); US6645539 (B2); US6743451 (B2); US6789945 (B2),,,,,
"Luis Picado ""Sicilian Edger""",US2007292565 (A1),20/12/2007,PICADO LUISâ€‚[US],,A21D13/00,A47J43/28,US20060454099,20060616,US20060454099 20060616,,,,,,,,,,,,,,
Roaster oven for roasting pizza and other food,US2007277681 (A1),06/12/2007,WANG CHING-HSIANGâ€‚[TW],,A23B4/044,F24C7/04,US20060442346,20060530,US20060442346 20060530,,,,,,,,,,,,,,
RECONFIGURABLE STORAGE BOX AND CUTTER,US2007284422 (A1),13/12/2007,SAUNDERS CRAIG Mâ€‚[US];  NEMET RICHARDâ€‚[US];  NOTTINGHAM JOHN Wâ€‚[US];  SIMEON JAYSON Câ€‚[US];  NOTTINGHAM JOHN Râ€‚[US];  SPIRK JOHNâ€‚[US],NOTTINGHAM SPIRK DESIGN ASSâ€‚[US],B65D5/42; B65D25/54; B65D43/08,B65D5/22; B65D5/0005; B65D5/6667; B65D5/68; B65D2585/366,US20060426205,20060623,US20060426205 20060623; US20060812394P 20060609,,,,,,,,,,,,,,
Multi-function pizza tool,US2007251098 (A1),01/11/2007,SMITH BRIAN Wâ€‚[US];  MELTON SCOTT Aâ€‚[US];  DIRKS KEITH Wâ€‚[US],WAHL CLIPPER CORP,B26B3/00,A47G21/045; B26B25/005,US20060413569,20060428,US20060413569 20060428,,,,,,,,,,,,,,
Segmented pizza crust system,US7923048 (B2); US2007243292 (A1),18/10/2007,GRAHAM PETER Gâ€‚[US];  CRAIG TODD Wâ€‚[US];  GOFF CARRIE Lâ€‚[US],PIZZA HUT INC,A21D13/00,A21D13/007,US20060405153,20060417,US20060405153 20060417,US2004250667 (A1),,,,,,,,US3379139 (A); US4020184 (A); US4313961 (A); US4400404 (A); US4661361 (A); USD307371S (S1); USD311304S (S1); US5185167 (A); US5312633 (A); USD358074S (S1); US6194017 (B1); USD455617S (S1); US2004011219 (A1); US2004018291 (A1); US2004175477 (A1),,,,,
Pizza with segmented crust,US7914836 (B2); US2007243291 (A1),18/10/2007,GRAHAM PETER Gâ€‚[US];  CRAIG TODD Wâ€‚[US];  GOFF CARRIE Lâ€‚[US],PIZZA HUT INC,A21D13/00,A21D13/007,US20060405143,20060417,US20060405143 20060417,US4661361 (A),,,,,,,,US3379139 (A); US4020184 (A); US4313961 (A); US4400404 (A); USD307371S (S1); USD311304S (S1); US5185167 (A); US5312633 (A); USD358074S (S1); US6194017 (B1); USD455617S (S1); US2004011219 (A1); US2004018291 (A1); US2004175477 (A1),,,,,
Gas grill compatible pizza oven,US2006191528 (A1),31/08/2006,SPANGRUD BRUCE Dâ€‚[US],,F24C1/16; A47J37/07,A47J37/0713; A47J37/0781,US20060391782,20060328,US20030741537 20031219; US20060391782 20060328,,,,,,,,,,,,,,
Microwave susceptor for cooking and browning applications,US2006213906 (A1),28/09/2006,BUCHALA JOHNâ€‚[US];  KEEMER CRAIGâ€‚[US];  JENKINS WILLIAMâ€‚[US];  SCHOPPE ROBERTâ€‚[US],SILBERLINE MFG CO INCâ€‚[US],H05B6/80,B65D81/3446; H05B6/6494; B65D2581/3443; B65D2581/3447; B65D2581/3464; B65D2581/3468; B65D2581/3472; B65D2581/3477; B65D2581/3479; B65D2581/3483; B65D2581/3494,US20060389769,20060327,US20060389769 20060327; US20050665761P 20050328,,,,,,,,,,,,,,
Pizza cutting apparatus,US7984667 (B2); US2007221029 (A1),27/09/2007,FREUDINGER MARK Jâ€‚[US],QUANTUM TECHNICAL SERVICES INC,B26D5/10; B23P11/00; B26D1/09; B26D7/26,B26D3/245; B26D1/0006; B26D2001/0033; B26D2001/006; Y10S83/932; Y10T29/49815; Y10T29/49826,US20060388713,20060324,US20060388713 20060324,US880057 (A1); US1250676 (A); US1453367 (A); US1581310 (A); US1610322 (A); US2003253 (A1); US2373781 (A); US3132423 (A); USD206279S (S1); US3810308 (A); US4072075 (A); US4250618 (A); US5018419 (A); US5446965 (A); US5873294 (A); US5896796 (A); US6557260 (B1); US7480999 (B1); US7568414 (B1); US2004020055 (A1); US2006272466 (A1); CH675390 (A5); FR2885314 (A1),,,,,,,,US5165942 (A),,,,,
DOOR STRUCTURE OF MICROWAVE OVEN USABLE AS PIZZA OVEN,US7317178 (B2); US2006191922 (A1),31/08/2006,CHO YUN Hâ€‚[KR];  YANG KYUNG Hâ€‚[KR],DAEWOO ELECTRONICS CORPORATION,H05B6/80; F24C11/00; F24C15/02; F24C15/16,H05B6/763; F24C15/022; F24C15/024; F24C15/162; H05B6/6414,US20060382871,20060511,US20060382871 20060511; KR20040047098 20040623; KR20040047096 20040623; KR20030093026 20031218; US20040014021 20041216; US20050271564 20051111; KR20040047097 20040623,US2004050841 (A1),,,,,,,,US2633840 (A); US2873737 (A); US5085433 (A); US5144105 (A); US5534679 (A); US5810403 (A); US6414278 (B1); US6539840 (B2); US6624399 (B2); JPH01179826 (A); JPH024131 (A),,,,,
Topping Barrier and Pizza Box Lid Support Device,US2007241175 (A1),18/10/2007,BELTRAME FRANCO Lâ€‚[IT];  BORGOMANERO G Pâ€‚[IT],,B65D5/42; B65D73/00,B65D85/36; B65D2585/366,US20060379129,20060418,US20060379129 20060418,,,,,,,,,,,,,,
Dough processing apparatus,US2006222748 (A1); US7547206 (B2),05/10/2006,KOBAYASHI MASAOâ€‚[JP];  KOBAYASHI HIRONORIâ€‚[JP];  FUKIAGE TORUâ€‚[JP],"KOBIRD CO., LTD",A21D6/00,A21C11/008; A21C3/02,US20060366607,20060302,JP20050266835 20050914; JP20050099621 20050330; JP20050255763 20050902; JP20050318901 20051101,US4690043 (A); US5204125 (A); US6067897 (A); EP0015194 (A1); FR2768305 (A1),,,,,,,,EP1129621 (A1); JP32003040 (A); JPS5851833 (A); JPH01206942 (A); JPH01252266 (A); JPH0884553 (A); JP2554631B (B2); JPH11155466 (A); JPH11243834 (A); JPH11308961 (A); JPH11318317 (A); JP2001061401 (A); JP2003333979 (A),,,,,
Deep dish pizza crust,US2006141104 (A1),29/06/2006,LAMP MARY Aâ€‚[US];  FORNECK KEITHâ€‚[US];  PAULOS WILLIAM Tâ€‚[US],KRAFT FOODS HOLDINGS INC,B65D81/32; A21C11/00; A21D10/02; A21D13/00; A21D15/00; B65D5/28; B65D5/42; B65D77/04; B65D85/36,A21D13/007; A21C11/004; A21D10/02; A21D15/00; B65D5/28; B65D5/42; B65D77/003; B65D77/0413; B65D77/042; B65D81/3222; B65D2585/366,US20060358764,20060221,US19990134569P 19990517; US20000572808 20000517; US20040864554 20040609; US20060358764 20060221,,,,,,,,,,,,,,
Patterned microwave susceptor,US2006138128 (A1),29/06/2006,COLE LORIN Râ€‚[US];  LAFFERTY TERRENCE Pâ€‚[US],GRAPHIC PACKAGING INT INC,H05B6/74; H05B6/80; B65D81/34,B65D81/3446; H05B6/6494; B65D2581/3406; B65D2581/344; B65D2581/3467; B65D2581/3472; B65D2581/3494,US20060355764,20060216,US20060355764 20060216; US20040889976 20040712; US20020119540 20020409; US19980044576 19980319,,,,,,,,,,,,,,
Method of making a pizza crust,US2007190215 (A1),16/08/2007,REDDY SAIL Kâ€‚[US],,A21D10/00,A21D13/007; A21D2/362; A21D13/04; A23L1/105; A23L1/2008,US20060354442,20060215,US20060354442 20060215,,,,,,,,,,,,,,
Process of rapidly preparing a fermented dry or semi-dry sausage product and products therefrom,US2006127535 (A1),15/06/2006,HOEL VICKYâ€‚[US];  NEWKIRK KYLE Aâ€‚[US],,A23L1/31; A23B4/12; A23L1/314; A23L1/317,A23L1/31445; A23B4/12; A23L1/31472; A23L1/3175,US20060347133,20060203,US20060347133 20060203; US20030376178 20030227,,,,,,,,,,,,,,
Container with flyer disc lid,US2006208047 (A1),21/09/2006,MCCLUNG ELIZABETH Mâ€‚[US];  MCCLUNG KAREN Tâ€‚[US];  MCCLUNG SARAH Tâ€‚[US];  MCCLUNG JOHN Mâ€‚[US];  MCCLUNG GUY L IVâ€‚[US];  MCCLUNG GUY L IIIâ€‚[US],,B65D25/34; A63B67/00; A63H33/18,A63H33/18; A63B67/00; B65D81/36,US20060338435,20060124,US20010953094 20010914; US20040784543 20040223; US20010871170 20010531; US20060338435 20060124,,,,,,,,,,,,,,
Apparatus and method of making pizza,US2007160715 (A1),12/07/2007,ELNAKIB OSSAMAâ€‚[US];  GRAHAM PETER Gâ€‚[US];  CRAIG TODD Wâ€‚[US];  ADELMANN CHRISâ€‚[US],PIZZA HUT INC,A21D13/00,A21D13/007; A21C9/04; A21C11/02; A21C11/12,US20060327564,20060106,US20060327564 20060106,,,,,,,,,,,,,,
Intelligent user interface for multi-purpose oven using infrared heating for reduced cooking time,US2006157470 (A1); US7619186 (B2),20/07/2006,CAVADA LUISâ€‚[US];  NORIEGA ALVARO Vâ€‚[MX];  VILBRANDT VICTORIAâ€‚[US],HP INTELLECTUAL CORP,A21B1/00; A21B1/22; F27D11/00,F24C7/082,US20050319050,20051227,US20040776028 20040210; US20050319050 20051227; US20040815098 20040331,US4441002 (A); US6069345 (A); US6097016 (A); US6528772 (B1); US6867399 (B2); US2002144995 (A1); US2003121904 (A1),,,,,,,,US3472153 (A); US3604338 (A); US3626154 (A); US3646879 (A); US3663798 (A); US3668371 (A); US3736860 (A); US3941044 (A); US3978238 (A); US4093841 (A); US4135077 (A); US4150609 (A); US4164644 (A); US4345143 (A); US4421015 (A); US4481404 (A); US4489234 (A); US4491066 (A); US4516486 (A); US4551616 (A); US4554437 (A); US4575616 (A); US4577092 (A); US4580025 (A); US4602143 (A); US4664923 (A); US4728777 (A); US4761529 (A); US4791862 (A); US4889042 (A); US4960977 (A); US4965434 (A); US4972768 (A); US5033366 (A); US5036179 (A); US5126534 (A); US5157239 (A); US5181455 (A); US5223290 (A); US5237913 (A); US5266766 (A); US5317134 (A); US5363748 (A); US5378872 (A); US5382441 (A); US5390588 (A); US5400697 (A); US5404420 (A); US5471914 (A); US5472721 (A); US5499574 (A); US5517005 (A); US5560285 (A); US5590584 (A); US5606905 (A); US5647270 (A); US5653158 (A); US5676870 (A); US5692432 (A); US5726423 (A); US5771780 (A); US5793019 (A); US5809994 (A); US5823099 (A); US5877477 (A); US5905269 (A); US5909533 (A); US5924355 (A); US5947006 (A); US5958271 (A); US5960702 (A); US5990454 (A); US6011242 (A); US6013900 (A); US6013908 (A); US6018146 (A); US6057528 (A); US6062128 (A); USRE36724E (E); US6146677 (A); US6172347 (B1); US6201217 (B1); US6229117 (B1); US6250210 (B1); US6294769 (B1); US6297481 (B1); US6297485 (B1); US6307185 (B1); US6311608 (B1); US6316757 (B1); US6320165 (B1); US6348676 (B2); US6369360 (B1); US6369366 (B1); US6382084 (B2); US6405640 (B1); US6408842 (B1); US6415710 (B1); US6429409 (B1),,,,,
FOLDABLE PIZZA BOX,US2007267471 (A1),22/11/2007,FALANA ROBERT Jâ€‚[US],,B65D17/00; B65D5/54,B65D5/0005; B65D2585/366,US20060308874,20060518,US20060308874 20060518,,,,,,,,,,,,,,
Pizza saver bag,USD572603 (S1),08/07/2008,JOSEPHS STEVEN Dâ€‚[US],,,,US20070293645F,20071204,US20070293645F 20071204,,,,,,,,,,,,,,
Pizza saver,USD568093 (S1),06/05/2008,HOCUTT JUDYâ€‚[US],,,,US20070290155F,20071026,US20070290155F 20071026,,,,,,,,,,,,,,
Method of deflavoring soy-derived materials for use in dough-based and baked products,US2006127556 (A1),15/06/2006,AKASHE AHMADâ€‚[US];  MEIBACH RONALD Lâ€‚[US],KRAFT FOODS HOLDINGS INCâ€‚[US],A21D10/00; A21D2/26; A21D13/06; A23C11/10; A23G1/00; A23G1/44; A23G1/48; A23G1/56; A23G3/00; A23G3/34; A23G3/44; A23G3/48; A23J1/14; A23J3/16; A23L1/211; A23L1/277; A23L1/305; A23L1/317; A23L1/48; C12G3/02,A23L1/3055; A23L1/3056; A23C11/103; A23C11/106; A23L1/3175; A23G1/44; A23G1/48; A23G1/56; A23G3/346; A23G3/44; A23G3/48; A23J1/14; A23J3/16; A21D2/266; A21D13/0048; A21D13/0067; A21D13/064; A23L1/211; A23L1/277; C12G3/02; A23G2200/10; A23G2200/14; A23V2002/00; A23V2300/34; A23G1/56; A23G2200/10; A23G1/56; A23G2200/14; A23G3/346; A23G2200/10; A23G3/346; A23G2200/14; A23V2002/00; A23V2250/70; A23V2250/156; A23V2002/00; A23V2200/21; A23V2250/5118; A23V2250/5488; A23V2200/15; A23V2002/00; A23V2250/54246; A23V2250/54252; A23V2250/5432; A23V2250/5488; A23V2250/6416; A23V2250/5114; A23V2250/5118; A23V2250/1842,US20050288442,20051129,US20050288442 20051129; US20030654769 20030904; US20010939500 20010823; US20000250228P 20001130,,,,,,,,,,,,,,
Pizza slice plate,USD565355 (S1),01/04/2008,BEVACQUA IRENE Câ€‚[US];  CRUZ HECTOR Mâ€‚[US],,,,US20070284253F,20070904,US20070284253F 20070904,,,,,,,,,,,,,,
Cam follower plate,US2006101938 (A1); US7836805 (B2),18/05/2006,FREUDINGER MARK Jâ€‚[US];  WHITE DAVID Jâ€‚[US],"QUANTUM TECHNICAL SERVICES, INC",F16H53/06; B26D1/46; B26D1/48; B26D1/54; B26D3/28; B26D7/06,B26D1/46; B26D1/48; B26D1/54; B26D3/28; B26D7/0641; Y10T74/2107,US20050281835,20051117,US20050281835 20051117; US20030357737 20030204,US3274727 (A); US4186543 (A); US4685892 (A); US5340039 (A); US5445332 (A); US5768845 (A); US6460470 (B1),,,,,,,,US2200158 (A); US2764713 (A); US3005282 (A); US3195266 (A); US3428102 (A); US3633450 (A); US3683985 (A); US3760715 (A); US3906850 (A); US4021890 (A); US4060027 (A); US4112834 (A); US4230007 (A); US4274332 (A); US4317451 (A); US4348923 (A); US4436012 (A); US4580476 (A); US4716821 (A); US4771726 (A); US4960025 (A); US5112177 (A); US5121677 (A); US5171367 (A); US5238438 (A); US5421135 (A); US5458055 (A); US5784936 (A); US6619170 (B2); US7120419 (B2); US7340049 (B2); US7376419 (B2); US2006067227 (A1); US2006069780 (A1); US2006117923 (A1); US2006147010 (A1); US2006147021 (A1); US2006165059 (A1); US2006182247 (A1); US2007002732 (A1); US2007003032 (A1); US2007003046 (A1); US2007003047 (A1); US2007005747 (A1),,,,,
