applicants,applicants_cleaned_type,applicants_organisations,applicants_original,inventors_cleaned,inventors_original,ipc_class,ipc_codes,ipc_names,ipc_original,ipc_subclass_codes,ipc_subclass_detail,ipc_subclass_names,priority_country_code,priority_country_code_names,priority_data_original,priority_date,publication_country_code,publication_country_name,publication_date,publication_date_original,publication_day,publication_month,publication_number,publication_number_espacenet_links,pubyear,title_cleaned,title_nlp_cleaned,title_nlp_multiword_phrases,title_nlp_raw,title_original
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Chaudhry, Geeta; Egnor, Daniel","EGNOR, DANIEL;CHAUDHRY, GEETA",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"11/024,967 2004-12-30T23:59:59.000Z US",2004-12-30T23:59:59.000Z,CA,Canada,0014-07-06,14.07.2006,14,7,CA2593424,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2593424,2006,Authoritative Document Identification,authoritative Document Identification,authoritative Document Identification,authoritative Document Identification,AUTHORITATIVE DOCUMENT IDENTIFICATION
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Chapin, Charles; Nanavati, Vibhor; Ohazama, Chikai, J; Tang, Xinyu","OHAZAMA, CHIKAI J.;CHAPIN, CHARLES;NANAVATI, VIBHOR;TANG, XINYU",G06: Computing; G09: Educating,G06F 17/30; G06Q 30/02; G09B 29/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06Q 30/02: Commerce, e.g. shopping or e-commerce -> Marketing, e.g. market research and analysis, surveying, promotions, advertising, buyer profiling, customer management or rewards; Price estimation or determination; G09B 29/00: Maps; Plans; Charts; Diagrams, e.g. route diagrams",G06Q 30/02;G06F 17/30;G09B 29/00,G06F; G06Q; G09B,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; G09B: Educational Or Demonstration Appliances","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For; G09B: Educating; Cryptography; Display; Advertising; Seals -> Educational Or Demonstration Appliances; Appliances For Teaching, Or Communicating With, The Blind, Deaf Or Mute; Models; Planetaria; Globes; Maps; Diagrams",US,United States of America,"61/133,089 2008-06-24T23:59:59.000Z US",2008-06-24T23:59:59.000Z,CA,Canada,0022-01-10,22.01.2010,22,1,CA2729285,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2729285,2010,Method And System For Displaying Information Based On User Actions,Information; method; System; User Actions,User Actions,Information; method; System; User Actions,METHOD AND SYSTEM FOR DISPLAYING INFORMATION BASED ON USER ACTIONS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Bryne William J; Jitkoff, John, Nicholas; Lebeau, Michael, J",LeBeau Michael J.;Jitkoff John Nicholas;Bryne William J.,G10: Musical Instruments,G10L 15/00,G10L 15/00: Speech recognition,G10L 15/00,G10L,G10L: Speech Analysis Or Synthesis,G10L: Musical Instruments; Acoustics -> Speech Analysis Or Synthesis; Speech Recognition; Audio Analysis Or Processing,NA,NA,NA,NA,US,United States of America,0008-08-12,08.08.2012,8,8,US08239206,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US08239206,2012,Routing Queries Based On Carrier Phrase Registration,Carrier Phrase Registration; Query,Carrier Phrase Registration,Carrier Phrase Registration; Queries,Routing queries based on carrier phrase registration
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Ge, Xianping; Hamon Reid, Elizabeth; Parmar, Abhishek; Singhal, Amitabh K; Smith, Adam","GE, XIANPING;PARMAR, ABHISHEK;SINGHAL, AMITABH K.;SMITH, ADAM;EGNOR, DANIEL;HAMON REID, ELIZABETH",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"10/748,656 2003-12-31T23:59:59.000Z US, 60/505,095 2003-09-22T23:59:59.000Z US",2003-09-22T23:59:59.000Z; 2003-12-31T23:59:59.000Z,CA,Canada,0008-04-05,08.04.2005,8,4,CA2539285,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2539285,2005,Methods And Systems For Improving A Search Ranking Using Location Awareness,Location Awareness; method; Search Ranking; System,Location Awareness; Search Ranking,Location Awareness; Methods; Search Ranking; systems,METHODS AND SYSTEMS FOR IMPROVING A SEARCH RANKING USING LOCATION AWARENESS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Donaker, Gregory, John; Kang, Nina, Weiyu; Norris, James",Norris James;Donaker Gregory John;Kang Nina Weiyu,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0016-01-09,16.01.2009,16,1,US20090019028,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2009019028,2009,Interpreting Local Search Queries,interpreting Local Search Queries,interpreting Local Search Queries,interpreting Local Search Queries,Interpreting local search queries
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Donaker, Gregory, John; Kang, Nina, Weiyu; Norris, James",Norris James;Donaker Gregory John;Kang Nina Weiyu,G06: Computing,G06F 17/00,"G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions",G06F 17/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0017-06-11,17.06.2011,17,6,US20110145247,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011145247,2011,Interpreting Local Search Queries,interpreting Local Search Queries,interpreting Local Search Queries,interpreting Local Search Queries,Interpreting local search queries
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Blair-Goldensohn, Sasha; Mcdonald, Ryan, T; Reis, George","REIS, GEORGE;BLAIR-GOLDENSOHN, SASHA;MCDONALD, RYAN T.",G06: Computing,G06F 17/27; G06F 17/30,"G06F 17/27: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Handling natural language data -> Automatic analysis, e.g. parsing, orthograph correction; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/27;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"12/051,798 2008-03-19T23:59:59.000Z US, 61/023,760 2008-01-25T23:59:59.000Z US",2008-01-25T23:59:59.000Z; 2008-03-19T23:59:59.000Z,CA,Canada,0031-07-09,31.07.2009,31,7,CA2711665,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2711665,2009,Aspect-Based Sentiment Summarization,aspect-Based Sentiment Summarization,aspect-Based Sentiment Summarization,aspect-Based Sentiment Summarization,Aspect-based sentiment summarization
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Bauman, Shannon, P; Preuss, Dominic; Schmidt, Keith",Bauman Shannon P.;Schmidt Keith;Preuss Dominic,G06: Computing,G06Q 30/00,"G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00;G06Q 30/00,G06Q,"G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0011-04-08,11.04.2008,11,4,US20080086368,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2008086368,2008,"Location Based, Content Targeted Online Advertising",Locating; Online Advertising,Online Advertising,Location; Online Advertising,"Location Based, Content Targeted Online Advertising"
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Malpani, Radhika; Mittal, Vibhu","MALPANI, RADHIKA;MITTAL, VIBHU",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"10/462,818 2003-06-17T23:59:59.000Z US",2003-06-17T23:59:59.000Z,CA,Canada,0030-12-04,30.12.2004,30,12,CA2528887,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2528887,2004,Search Query Categorization For Business Listings Search,Business Listings Search; search Query Categorization,Business Listings Search; search Query Categorization,Business Listings Search; search Query Categorization,SEARCH QUERY CATEGORIZATION FOR BUSINESS LISTINGS SEARCH
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Ge, Xianping; Hamon Elizabeth; Parmar Abhishck; Smith, Adam",Smith Adam;Ge Xianping;Hamon Elizabeth;Parmar Abhishck,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,10664929 2003-09-22T23:59:59.000Z US,2003-09-22T23:59:59.000Z,US,United States of America,0025-03-05,25.03.2005,25,3,US20050065959,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2005065959,2005,Systems And Methods For Clustering Search Results,method; Search Results; System,Search Results,Methods; Search Results; systems,Systems and methods for clustering search results
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Ohazama, Chikai, J",Ohazama Chikai J.,G06: Computing,G06F 15/16; G06F 3/048; G06Q 30/00; G06Q 50/00,"G06F 15/16: Digital computers in general; Data processing equipment in general -> Combinations of two or more digital computers each having at least an arithmetic unit, a programme unit and a register, e.g. for a simultaneous processing of several programmes; G06F 3/048: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Interaction techniques based on graphical user interfaces [GUIs]; G06Q 30/00: Commerce, e.g. shopping or e-commerce; G06Q 50/00: Systems or methods specially adapted for a specific business sector, e.g. utilities or tourism",G06F 15/16;G06F 3/048;G06Q 30/00;G06Q 50/00,G06F; G06Q,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0003-06-11,03.06.2011,3,6,US20110131500,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011131500,2011,System And Method Of Providing Enhanced Listings,method; Providing Enhanced Listings; System,Providing Enhanced Listings,method; Providing Enhanced Listings; System,SYSTEM AND METHOD OF PROVIDING ENHANCED LISTINGS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Byrne, William, J; Jitkoff, John, Nicholas; Lebeau, Michael, J",LeBeau Michael J.;Jitkoff John Nicholas;Byrne William J.,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0020-01-12,20.01.2012,20,1,US20120015674,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2012015674,2012,Automatic Routing Of Search Results,Automatic; Search Results,Search Results,Automatic; Search Results,Automatic Routing of Search Results
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Blair-Goldensohn, Sasha; Hannan, Kerry; Mcdonald Ryan; Neylon, Tyler; Reynar, Jeffrey, C",Blair-Goldensohn Sasha;Hannan Kerry;McDonald Ryan;Neylon Tyler;Reynar Jeffrey C.,G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0031-07-09,31.07.2009,31,7,US20090193011,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2009193011,2009,Phrase Based Snippet Generation,phrase Based Snippet Generation,phrase Based Snippet Generation,phrase Based Snippet Generation,Phrase based snippet generation
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel","EGNOR, DANIEL",G06: Computing,G06F 17/30,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"11/024,790 2004-12-30T23:59:59.000Z US",2004-12-30T23:59:59.000Z,CA,Canada,0014-07-06,14.07.2006,14,7,CA2593420,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2593420,2006,Indexing Documents According To Geographical Relevance,Geographical Relevance; indexing Documents,Geographical Relevance; indexing Documents,Geographical Relevance; indexing Documents,INDEXING DOCUMENTS ACCORDING TO GEOGRAPHICAL RELEVANCE
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Chapin, Charles; Nanavati, Vibhor; Ohazama, Chikai, J; Tang, Xinyu",Ohazama Chikai J.;Chapin Charles;Nanavati Vibhor;Tang Xinyu,G01: Measuring; G06: Computing,G01C 21/26; G06F 3/048; G06Q 30/00,"G01C 21/26: Navigation; Navigational instruments not provided for in groups G01C0001000000-G01C0019000000 -> specially adapted for navigation in a road network; G06F 3/048: Input arrangements for transferring data to be processed into a form capable of being handled by the computer; Output arrangements for transferring data from processing unit to output unit, e.g. interface arrangements -> Input arrangements or combined input and output arrangements for interaction between user and computer -> Interaction techniques based on graphical user interfaces [GUIs]; G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06Q 30/00;G06Q 30/00;G01C 21/26;G01C 21/26;G06F 3/048;G06F 3/048,G01C; G06F; G06Q,"G01C: Measuring Distances, Levels Or Bearings; G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G01C: Measuring; Testing -> Measuring Distances, Levels Or Bearings; Surveying; Navigation; Gyroscopic Instruments; Photogrammetry Or Videogrammetry; G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0001-01-10,01.01.2010,1,1,US20090327078,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2009327078,2010,Method And System For Displaying Information Based On User Actions,Information; method; System; User Actions,User Actions,Information; method; System; User Actions,METHOD AND SYSTEM FOR DISPLAYING INFORMATION BASED ON USER ACTIONS
Google Inc,Corporate; People,Google Inc,"GOOGLE INC.;OHAZAMA, Chikai, J.","Ohazama, Chikai, J","OHAZAMA, Chikai, J.",G06: Computing,G06F 15/16; G06F 17/30,"G06F 15/16: Digital computers in general; Data processing equipment in general -> Combinations of two or more digital computers each having at least an arithmetic unit, a programme unit and a register, e.g. for a simultaneous processing of several programmes; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 15/16;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"12/627,313 30.11.2009 US",30.11.2009,WO,Patent Co-operation Treaty,0004-06-11,04.06.2011,4,6,WO2011066500,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2011066500,2011,System And Method Of Providing Enhanced Listings,method; Providing Enhanced Listings; System,Providing Enhanced Listings,method; Providing Enhanced Listings; System,SYSTEM AND METHOD OF PROVIDING ENHANCED LISTINGS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Ge, Xianping; Hamon Elizabeth; Parmar, Abhishek; Singhal Amit; Smith, Adam",Ge Xianping;Parmar Abhishek;Singhal Amit;Smith Adam;Egnor Daniel;Hamon Elizabeth,G06: Computing,G06F 17/30; G06F 7/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled",G06F 7/00;G06F 7/00;G06F 17/30;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0025-03-05,25.03.2005,25,3,US20050065916,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2005065916,2005,Methods And Systems For Improving A Search Ranking Using Location Awareness,Location Awareness; method; Search Ranking; System,Location Awareness; Search Ranking,Location Awareness; Methods; Search Ranking; systems,METHODS AND SYSTEMS FOR IMPROVING A SEARCH RANKING USING LOCATION AWARENESS
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Egnor, Daniel; Ge, Xianping; Hamon Elizabeth; Parmar, Abhishek; Singhal Amit; Smith, Adam",Ge Xianping;Parmar Abhishek;Singhal Amit;Smith Adam;Egnor Daniel;Hamon Elizabeth,G06: Computing,G06F 17/30; G06Q 30/00,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06Q 30/00: Commerce, e.g. shopping or e-commerce",G06F 17/30;G06F 17/30;G06Q 30/00;G06Q 30/00,G06F; G06Q,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",NA,NA,NA,NA,US,United States of America,0001-01-10,01.01.2010,1,1,US20090327286,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2009327286,2010,Ranking Documents Based On A Location Sensitivity Factor,Location Sensitivity Factor; ranking Documents,Location Sensitivity Factor; ranking Documents,Location Sensitivity Factor; ranking Documents,Ranking documents based on a location sensitivity factor
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Kang, Nina; Procopiuc, Octavian; Seefeld, Bernhard",Seefeld Bernhard;Procopiuc Octavian;Kang Nina,G06: Computing,G06F 11/30; G06F 15/16,"G06F 11/30: Error detection; Error correction; Monitoring -> Monitoring; G06F 15/16: Digital computers in general; Data processing equipment in general -> Combinations of two or more digital computers each having at least an arithmetic unit, a programme unit and a register, e.g. for a simultaneous processing of several programmes",G06F 11/30;G06F 15/16,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0030-07-10,30.07.2010,30,7,US20100191797,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2010191797,2010,System And Method Of Displaying Search Results Based On Density,Density; method; Search Results; System,Search Results,Density; method; Search Results; System,System and method of displaying search results based on density
Google Inc,Corporate; People,Google Inc,Seefeld Bernhard;Google Inc.;Procopiuc Octavian;Kang Nina,"Kang, Nina; Procopiuc, Octavian; Seefeld, Bernhard",Seefeld Bernhard;Procopiuc Octavian;Kang Nina,G06: Computing,G06F 11/30,G06F 11/30: Error detection; Error correction; Monitoring -> Monitoring,G06F 11/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0018-11-11,18.11.2011,18,11,US20110282871,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2011282871,2011,System And Method Of Displaying Search Results Based On Density,Density; method; Search Results; System,Search Results,Density; method; Search Results; System,System and method of displaying search results based on density
Google Inc,Corporate; People,Google Inc,Seefeld Bernhard;Google Inc.;Procopiuc Octavian;Kang Nina,"Kang, Nina; Procopiuc, Octavian; Seefeld, Bernhard",Seefeld Bernhard;Procopiuc Octavian;Kang Nina,G06: Computing,G06F 17/00; G06F 17/30,"G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor",G06F 17/00;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0030-07-10,30.07.2010,30,7,US20100191798,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2010191798,2010,System And Method Of Transmitting Search Results Based On Arbitrary Queries,Arbitrary Queries; method; Search Results; System,Arbitrary Queries; Search Results,Arbitrary Queries; method; Search Results; System,System and method of transmitting search results based on arbitrary queries
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Agarwal, Shalini; Chapin, Charles; Chau, Stephen; Lafon, Stephane; Nanavati, Vibhor; Roman, Augusto; Tang, Xinyu; Vincent, Luc","CHAPIN, CHARLES;LAFON, STEPHANE;ROMAN, AUGUSTO;TANG, XINYU;AGARWAL, SHALINI;NANAVATI, VIBHOR;VINCENT, LUC;CHAU, STEPHEN",G06: Computing,G06F 17/30; G06Q 30/02,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06Q 30/02: Commerce, e.g. shopping or e-commerce -> Marketing, e.g. market research and analysis, surveying, promotions, advertising, buyer profiling, customer management or rewards; Price estimation or determination",G06Q 30/02;G06F 17/30,G06F; G06Q,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For",US,United States of America,"12/454,172 2009-05-13T23:59:59.000Z US",2009-05-13T23:59:59.000Z,CA,Canada,0019-11-10,19.11.2010,19,11,CA2761797,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2761797,2010,System And Method Of Searching Based On Orientation,method; Orientation; Search; System,NA,method; Orientation; Searching; System,SYSTEM AND METHOD OF SEARCHING BASED ON ORIENTATION
Google Inc,Corporate,Google Inc,GOOGLE INC.,"Bharat, Krishna; Gomes Benedict A; Marmaros, David, P",Marmaros David P.;Gomes Benedict A.;Bharat Krishna,G06: Computing,G06F 15/00; G06F 17/30; G06F 7/00,"G06F 15/00: Digital computers in general; Data processing equipment in general; G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled",G06F 15/00;G06F 7/00;G06F 17/30,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,NA,NA,NA,NA,US,United States of America,0008-07-05,08.07.2005,8,7,US20050149576,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=US2005149576,2005,Systems And Methods For Direct Navigation To Specific Portion Of Target Document,Direct Navigation; method; Specific Portion; System; Target Document,Direct Navigation; Specific Portion; Target Document,Direct Navigation; Methods; Specific Portion; systems; Target Document,Systems and methods for direct navigation to specific portion of target document
Google Inc,Corporate,Google Inc,"GOOGLE, INC.","Garg, Ashutosh; Romero, Allen","GARG, ASHUTOSH;ROMERO, ALLEN",G06: Computing; H04: Electric Communication Technique,G06F 17/30; G06Q 10/04; G06Q 30/02; H04W 4/02,"G06F 17/30: Digital computing or data processing equipment or methods, specially adapted for specific functions -> Information retrieval; Database structures therefor; G06Q 10/04: Administration; Management -> Forecasting or optimisation, e.g. linear programming,ξ&quot;travelling salesman problem&quot; orξ&quot;cutting stock problem&quot; G06Q 30/02: Commerce, e.g. shopping or e-commerce -> Marketing, e.g. market research and analysis, surveying, promotions, advertising, buyer profiling, customer management or rewards; Price estimation or determination; H04W 4/02: Services or facilities specially adapted for wireless communication networks -> Services making use of the location of users or terminals",G06Q 30/02;G06Q 10/04;H04W 4/02;G06F 17/30,G06F; G06Q; H04W,"G06F: Electric Digital Data Processing; G06Q: Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; H04W: Wireless Communication Networks","G06F: Computing; Calculating; Counting -> Electric Digital Data Processing; G06Q: Computing; Calculating; Counting -> Data Processing Systems Or Methods, Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes; Systems Or Methods Specially Adapted For Administrative, Commercial, Financial, Managerial, Supervisory Or Forecasting Purposes, Not Otherwise Provided For; H04W: Electric Communication Technique -> Wireless Communication Networks",US,United States of America,"11/025,892 2004-12-29T23:59:59.000Z US",2004-12-29T23:59:59.000Z,CA,Canada,0007-07-06,07.07.2006,7,7,CA2592517,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=CA2592517,2006,Generating And/Or Serving Dynamic Promotional Offers Such As Coupons And Advertisements,Advertiser; Coupons; Serving Dynamic Promotional Offers,Serving Dynamic Promotional Offers,Advertisements; Coupons; Serving Dynamic Promotional Offers,GENERATING AND/OR SERVING DYNAMIC PROMOTIONAL OFFERS SUCH AS COUPONS AND ADVERTISEMENTS
Google Inc,Corporate; People,Google Inc,"GOOGLE INC.;SEEFELD, Bernhard;PROCOPIUC, Octavian;KANG, Nina","Kang, Nina; Procopiuc, Octavian; Seefeld, Bernhard","SEEFELD, Bernhard;PROCOPIUC, Octavian;KANG, Nina",G06: Computing,G06F 17/00; G06F 7/00,"G06F 17/00: Digital computing or data processing equipment or methods, specially adapted for specific functions; G06F 7/00: Methods or arrangements for processing data by operating upon the order or content of the data handled",G06F 7/00;G06F 17/00,G06F,G06F: Electric Digital Data Processing,G06F: Computing; Calculating; Counting -> Electric Digital Data Processing,US,United States of America,"12/359,734 26.01.2009 US, 12/359,715 26.01.2009 US",26.01.2009,WO,Patent Co-operation Treaty,0030-07-10,30.07.2010,30,7,WO2010085791,http://v3.espacenet.com/textdoc?DB=EPODOC&IDX=WO2010085791,2010,System And Method Of Displaying Search Results Based On Density,Density; method; Search Results; System,Search Results,Density; method; Search Results; System,System and method of displaying search results based on density
